timestamp,cpu_percent,ram_percent,battery_percent,plugged,idle_time_sec,hour,cpu_freq_mhz,net_sent_rate,net_recv_rate,label
2025-06-07 13:00:43,18.3,88.2,100,1,11.922,13,2000.0,24220.866666666665,28310.833333333332,1
2025-06-07 13:01:13,12.9,90.2,100,1,41.937,13,2000.0,1888.2666666666667,8245.166666666666,1
2025-06-07 13:01:43,13.0,91.9,100,1,71.969,13,2000.0,2087.366666666667,6207.633333333333,1
2025-06-07 13:02:13,13.4,88.0,100,1,101.984,13,2000.0,2417.9666666666667,10892.433333333332,1
2025-06-07 13:02:43,11.2,88.9,100,1,132.0,13,1520.0,2157.366666666667,7773.766666666666,1
2025-06-07 13:03:13,14.2,89.6,100,1,6.828,13,2000.0,1806.5333333333333,5505.5,1
2025-06-07 13:03:43,11.6,83.8,100,1,0.0,13,2000.0,3973.266666666667,8700.566666666668,1
2025-06-07 13:04:13,9.2,83.3,100,1,0.0,13,1520.0,2762.766666666667,9319.5,1
2025-06-07 13:04:43,11.9,84.4,100,1,0.75,13,1520.0,3713.9,8473.5,1
2025-06-07 13:05:13,9.1,85.0,100,1,2.188,13,2000.0,1154.7333333333333,5516.8,1
2025-06-07 13:05:43,10.8,83.0,100,1,12.25,13,2000.0,3828.3,32120.233333333334,1
2025-06-07 13:06:13,20.8,87.7,100,1,42.282,13,2000.0,39977.26666666667,3241804.2666666666,1
2025-06-07 13:06:43,11.2,85.4,100,1,72.297,13,2000.0,1481.2333333333333,5670.5,1
2025-06-07 13:07:13,11.8,86.6,100,1,102.329,13,2000.0,3650.4666666666667,10666.266666666666,1
2025-06-07 13:07:43,10.4,86.2,100,1,132.344,13,2000.0,1336.6666666666667,6015.833333333333,1
2025-06-07 13:08:13,10.2,85.4,100,1,162.375,13,2000.0,1920.6333333333334,7386.466666666666,1
2025-06-07 13:08:43,9.5,84.6,100,1,192.391,13,2000.0,1847.6333333333334,8302.0,1
2025-06-07 13:09:13,10.7,85.4,100,1,222.407,13,2000.0,1101.8666666666666,5322.733333333334,1
2025-06-07 13:09:43,11.2,86.3,100,1,252.422,13,2000.0,1339.8666666666666,6230.766666666666,1
2025-06-07 13:10:13,10.2,86.8,100,1,282.469,13,2000.0,1143.8666666666666,5718.7,1
2025-06-07 13:20:27,0.7,85.5,100,1,0.437,13,2000.0,1574.0666666666666,6017.0,1
2025-06-07 13:20:57,30.9,87.3,100,1,7.907,13,2000.0,21573.6,71274.7,1
2025-06-07 13:21:27,15.3,86.5,100,1,0.203,13,2000.0,4379.5,26681.833333333332,1
2025-06-07 13:21:57,12.8,86.4,100,1,0.015,13,2000.0,4413.0,17970.966666666667,1
2025-06-07 13:22:27,11.2,87.1,100,1,0.0,13,2000.0,3128.366666666667,5042.733333333334,1
2025-06-07 13:22:57,13.9,88.1,100,1,0.015,13,2000.0,6638.066666666667,10529.033333333333,1
2025-06-07 13:23:27,11.9,91.8,100,1,24.109,13,2000.0,2425.9333333333334,15405.6,1
2025-06-07 13:23:57,6.4,90.4,100,1,1.047,13,2000.0,1701.3666666666666,5595.866666666667,1
2025-06-07 13:24:27,8.5,90.5,100,1,0.016,13,2000.0,2579.266666666667,5758.933333333333,1
2025-06-07 13:24:57,7.4,90.3,100,1,29.453,13,2000.0,2387.0666666666666,6565.933333333333,1
2025-06-07 13:25:27,9.2,90.9,100,1,3.797,13,1520.0,3155.5,7402.2,1
2025-06-07 13:25:58,14.4,88.4,100,1,0.562,13,1520.0,15113.8,39140.03333333333,1
2025-06-07 13:26:28,19.6,86.0,100,1,5.578,13,2000.0,3543.733333333333,37932.63333333333,1
2025-06-07 13:26:58,25.7,90.1,100,1,0.015,13,2000.0,11187.733333333334,51028.7,1
2025-06-07 13:27:28,8.9,87.4,100,1,0.969,13,2000.0,3600.7,86091.2,1
2025-06-07 13:27:58,11.5,89.1,100,1,0.062,13,2000.0,1096.4333333333334,4294.433333333333,1
2025-06-07 13:28:28,13.7,89.7,100,1,0.282,13,2000.0,1928.8333333333333,4886.133333333333,1
2025-06-07 13:28:58,15.0,87.3,100,1,0.172,13,2000.0,1802.5666666666666,9360.766666666666,1
2025-06-07 13:29:28,14.5,91.4,100,1,0.0,13,2000.0,4128.6,90363.56666666667,1
2025-06-07 13:29:58,11.3,84.7,100,1,1.016,13,2000.0,5494.333333333333,276526.3,1
2025-06-07 13:30:28,11.2,85.6,100,1,0.141,13,2000.0,1423.4666666666667,5168.333333333333,1
2025-06-07 13:30:58,9.2,87.8,100,1,0.032,13,1520.0,2457.0333333333333,7828.166666666667,1
2025-06-07 13:31:28,10.9,86.3,100,1,0.016,13,2000.0,5240.1,12378.366666666667,1
2025-06-07 13:31:58,8.6,86.4,100,1,0.0,13,2000.0,1499.9666666666667,4136.166666666667,1
2025-06-07 13:32:28,8.6,85.9,100,1,0.016,13,2000.0,768.2,3444.1666666666665,1
2025-06-07 13:32:58,8.3,85.7,100,1,0.484,13,2000.0,1385.6,4032.6666666666665,1
2025-06-07 13:33:28,7.3,87.1,100,1,11.094,13,1520.0,1070.5,3766.366666666667,1
2025-06-07 13:33:58,8.0,88.0,100,1,0.297,13,2000.0,2672.5666666666666,6349.466666666666,1
2025-06-07 13:34:28,9.6,88.1,100,1,0.016,13,2000.0,2697.366666666667,7524.466666666666,1
2025-06-07 13:34:58,13.0,84.7,100,1,0.0,13,2000.0,1706.3666666666666,4576.066666666667,1
2025-06-07 13:35:28,13.5,85.7,100,1,0.078,13,2000.0,3164.133333333333,17369.066666666666,1
2025-06-07 13:35:58,11.7,84.2,100,1,0.11,13,1520.0,3442.3333333333335,29983.666666666668,1
2025-06-07 13:36:28,9.9,84.5,100,1,0.109,13,2000.0,1390.1333333333334,14495.6,1
2025-06-07 13:36:58,14.1,84.9,100,1,0.016,13,2000.0,1223.7666666666667,3859.133333333333,1
2025-06-07 13:37:28,16.3,87.3,100,1,2.203,13,2000.0,7839.866666666667,12155.4,1
2025-06-07 13:37:58,10.3,86.9,100,1,0.015,13,2000.0,2075.4,5530.2,1
2025-06-07 13:38:28,10.3,88.7,100,1,9.437,13,2000.0,11436.133333333333,14024.333333333334,1
2025-06-07 13:38:58,9.4,88.4,100,1,0.0,13,2000.0,1772.2666666666667,4961.766666666666,1
2025-06-07 13:39:28,13.0,88.3,100,1,0.016,13,1520.0,4157.766666666666,7346.833333333333,1
2025-06-07 13:39:58,16.4,84.3,100,1,0.0,13,1520.0,3241.4,7210.166666666667,1
2025-06-07 13:40:28,10.0,85.0,100,1,5.906,13,2000.0,1433.2666666666667,4873.866666666667,1
2025-06-07 13:40:58,10.5,85.8,100,1,0.14,13,2000.0,3531.9666666666667,7720.2,1
2025-06-07 13:41:28,9.9,84.6,100,1,0.0,13,2000.0,1302.0,4814.7,1
2025-06-07 13:41:58,7.1,84.5,100,1,24.734,13,2000.0,1449.0,4985.1,1
2025-06-07 13:42:28,12.5,85.8,100,1,0.172,13,2000.0,1510.8,5072.533333333334,1
2025-06-07 13:42:58,12.7,85.9,100,1,0.062,13,2000.0,1538.2666666666667,3887.133333333333,1
2025-06-07 13:43:28,8.7,86.5,100,1,0.14,13,2000.0,864.8,3578.233333333333,1
2025-06-07 13:43:58,12.2,87.3,100,1,0.562,13,2000.0,1288.0333333333333,5969.766666666666,1
2025-06-07 13:44:28,12.6,90.7,100,1,0.015,13,1520.0,2974.266666666667,16078.4,1
2025-06-07 13:44:58,8.8,83.4,100,1,6.094,13,1520.0,1481.9,4266.433333333333,1
2025-06-07 13:45:28,9.8,85.6,100,1,0.015,13,2000.0,3285.7,15729.633333333333,1
2025-06-07 13:45:58,14.1,89.2,100,1,0.0,13,2000.0,2237.366666666667,7209.933333333333,1
2025-06-07 13:46:28,13.3,89.7,100,1,0.015,13,2000.0,3117.766666666667,6849.266666666666,1
2025-06-07 13:46:58,10.7,91.2,100,1,0.032,13,2000.0,6209.033333333334,22741.533333333333,1
2025-06-07 13:47:29,10.7,90.8,100,1,15.563,13,2000.0,1991.7666666666667,4912.666666666667,1
2025-06-07 13:47:59,10.6,91.0,100,1,45.579,13,2000.0,876.0,4226.266666666666,1
2025-06-07 13:48:29,10.7,91.5,100,1,75.61,13,2000.0,729.0,3444.5333333333333,1
2025-06-07 13:48:59,10.4,92.7,100,1,105.625,13,2000.0,897.7666666666667,3746.0666666666666,1
2025-06-07 13:49:29,12.1,89.2,100,1,135.657,13,2000.0,2236.0,9079.6,1
2025-06-07 13:49:59,7.2,83.1,100,1,165.688,13,1520.0,3922.266666666667,48129.73333333333,1
2025-06-07 13:50:29,6.5,83.7,100,1,195.704,13,2000.0,463.1666666666667,3849.4,1
2025-06-07 13:50:59,6.1,84.8,100,1,225.735,13,2000.0,1775.2,8217.266666666666,1
2025-06-07 13:51:29,6.3,85.2,100,1,255.766,13,1520.0,554.5,3053.633333333333,1
2025-06-07 13:51:59,7.1,87.4,100,1,285.782,13,2000.0,5011.366666666667,7350.166666666667,1
2025-06-07 13:52:29,10.6,86.1,100,1,315.797,13,2000.0,546.9,3066.5666666666666,0
2025-06-07 13:54:43,1.5,89.6,100,1,0.218,13,2000.0,1789.5,10397.9,1
2025-06-07 13:55:13,14.3,92.0,100,1,25.609,13,1520.0,5298.1,11962.633333333333,1
2025-06-07 13:55:43,8.0,90.0,100,1,55.64,13,2000.0,2723.1666666666665,8234.366666666667,1
2025-06-07 13:56:13,6.2,89.4,100,1,85.671,13,2000.0,1096.3,5153.066666666667,1
2025-06-07 13:56:43,7.2,84.9,100,1,115.687,13,2000.0,750.6333333333333,3856.7,1
2025-06-07 13:57:13,5.6,85.2,100,1,145.718,13,2000.0,474.6666666666667,3364.866666666667,1
2025-06-07 13:57:43,5.8,85.4,100,1,175.75,13,2000.0,790.9666666666667,4385.333333333333,1
2025-06-07 13:58:13,7.8,86.6,100,1,205.765,13,2000.0,1282.4,4985.3,1
2025-06-07 13:58:43,5.6,87.0,100,1,235.796,13,2000.0,825.5,4366.6,1
2025-06-07 13:59:13,6.7,84.7,100,1,0.0,13,2000.0,888.5333333333333,3943.9666666666667,1
2025-06-07 13:59:43,13.0,92.3,100,1,0.328,13,2000.0,4393.3,34761.13333333333,1
2025-06-07 14:00:13,22.7,89.1,100,1,9.672,14,2000.0,4004.4,131455.36666666667,1
2025-06-07 14:00:43,13.4,89.3,100,1,39.703,14,2000.0,1248.3333333333333,7253.166666666667,1
2025-06-07 14:01:13,8.1,89.0,100,1,69.719,14,2000.0,2015.1666666666667,4924.966666666666,1
2025-06-07 14:01:43,6.8,85.0,100,1,99.75,14,1520.0,1850.9666666666667,5201.8,1
2025-06-07 14:02:13,5.6,85.0,100,1,129.766,14,1520.0,832.2333333333333,4441.9,1
2025-06-07 14:02:43,6.0,85.4,100,1,159.797,14,1520.0,741.5333333333333,4256.133333333333,1
2025-06-07 14:03:13,6.1,86.4,100,1,189.828,14,1520.0,1326.5666666666666,4348.4,1
2025-06-07 14:03:43,6.4,86.0,100,1,219.844,14,1520.0,521.4,3901.866666666667,1
2025-06-07 14:04:13,5.6,86.2,100,1,249.875,14,2000.0,831.7333333333333,4834.466666666666,1
2025-06-07 14:04:44,6.4,85.8,100,1,279.906,14,1520.0,903.4,4589.433333333333,1
2025-06-07 14:05:14,6.9,87.5,100,1,309.922,14,1520.0,1330.0,5801.066666666667,0
2025-06-07 14:10:07,0.8,87.6,100,1,0.265,14,2000.0,2404.3333333333335,14337.7,1
2025-06-07 14:10:37,19.6,86.2,100,1,2.219,14,1520.0,8895.6,33034.8,1
2025-06-07 14:11:07,10.4,87.4,100,1,0.328,14,2000.0,2647.8333333333335,7491.4,1
2025-06-07 14:11:37,10.3,87.0,100,1,0.453,14,2000.0,8367.1,558052.5666666667,1
2025-06-07 14:12:07,14.9,92.7,100,1,0.266,14,1520.0,13044.766666666666,59774.066666666666,1
2025-06-07 14:12:37,12.0,94.0,100,1,0.0,14,2000.0,6447.9,28342.833333333332,1
2025-06-07 14:13:07,11.6,86.0,100,1,21.421,14,2000.0,1434.4666666666667,5150.266666666666,1
2025-06-07 14:13:37,9.8,87.4,100,1,18.766,14,2000.0,1028.8333333333333,4755.8,1
2025-06-07 14:14:07,8.8,88.7,100,1,48.781,14,2000.0,1543.8,6549.533333333334,1
2025-06-07 14:14:37,8.3,88.9,100,1,78.813,14,2000.0,507.2,4799.233333333334,1
2025-06-07 14:15:07,8.6,89.3,100,1,108.828,14,1520.0,641.1,5177.1,1
2025-06-07 14:15:37,10.2,84.9,100,1,138.859,14,2000.0,1007.1666666666666,7414.766666666666,1
2025-06-07 14:16:07,8.3,85.6,100,1,168.875,14,2000.0,786.9,4967.966666666666,1
2025-06-07 14:16:37,8.7,85.7,100,1,198.906,14,2000.0,429.5,3699.4,1
2025-06-07 14:17:07,8.5,86.1,100,1,228.922,14,2000.0,962.7,4494.133333333333,1
2025-06-07 14:17:37,8.9,86.4,100,1,258.953,14,2000.0,772.5333333333333,4539.4,1
2025-06-07 14:18:07,10.0,85.0,100,1,288.969,14,2000.0,613.9666666666667,5168.866666666667,1
2025-06-07 14:18:37,9.8,87.9,100,1,319.0,14,2000.0,2730.8333333333335,16550.8,0
2025-06-07 14:21:49,0.8,90.8,100,1,0.922,14,2000.0,1870.3,6468.066666666667,1
2025-06-07 14:22:19,36.8,90.4,100,1,0.047,14,2000.0,50024.4,557226.0666666667,1
2025-06-07 14:22:49,31.4,87.8,100,1,0.0,14,2000.0,36116.8,955336.3666666667,1
2025-06-07 14:23:19,20.4,82.5,100,1,26.844,14,2000.0,9720.666666666666,352725.93333333335,1
2025-06-07 14:23:49,12.0,82.6,100,1,56.875,14,2000.0,3067.9333333333334,36314.833333333336,1
2025-06-07 14:24:19,12.2,83.2,100,1,86.891,14,2000.0,2938.766666666667,39102.73333333333,1
2025-06-07 14:24:49,11.9,84.7,100,1,116.907,14,2000.0,2760.0333333333333,43237.433333333334,1
2025-06-07 14:25:19,12.1,84.6,100,1,146.938,14,2000.0,3080.733333333333,68319.53333333334,1
2025-06-07 14:25:49,11.4,85.0,100,1,176.954,14,2000.0,2565.4333333333334,47885.5,1
2025-06-07 14:26:19,11.1,85.0,100,1,206.985,14,2000.0,2396.0,75494.23333333334,1
2025-06-07 14:26:49,11.6,85.7,100,1,237.0,14,2000.0,3139.4,51871.666666666664,1
2025-06-07 14:27:19,11.6,85.7,100,1,267.032,14,2000.0,2518.0333333333333,67811.66666666667,1
2025-06-07 14:27:49,11.3,85.7,100,1,297.047,14,2000.0,2738.866666666667,57776.666666666664,1
2025-06-07 14:28:19,12.0,85.4,100,1,327.079,14,2000.0,2682.233333333333,56796.4,0
2025-06-07 14:28:49,14.3,85.6,100,1,357.11,14,2000.0,3683.4333333333334,60963.066666666666,0
2025-06-07 14:29:19,11.6,85.8,100,1,387.125,14,2000.0,2464.6666666666665,85226.33333333333,0
2025-06-07 14:29:49,12.1,85.8,100,1,417.157,14,2000.0,2769.4,31201.8,0
2025-06-07 14:30:20,10.9,85.4,100,1,447.172,14,2000.0,2632.3,24813.333333333332,0
2025-06-07 14:30:50,11.4,85.5,100,1,477.204,14,2000.0,2196.366666666667,12233.3,0
2025-06-07 14:31:20,11.4,86.0,100,1,507.235,14,2000.0,2740.4,10222.7,0
2025-06-07 14:31:50,11.6,86.5,100,1,537.25,14,2000.0,3007.366666666667,11613.1,0
2025-06-07 14:32:20,13.7,86.7,100,1,567.282,14,2000.0,1679.5333333333333,5544.1,0
2025-06-07 14:32:50,18.7,88.9,100,1,597.297,14,2000.0,2734.866666666667,32463.933333333334,0
2025-06-07 14:33:20,16.3,88.8,100,1,627.329,14,2000.0,3485.9,120117.73333333334,0
2025-06-07 14:33:50,11.7,87.5,100,1,657.36,14,2000.0,2470.1666666666665,70125.93333333333,0
2025-06-07 14:34:20,11.5,87.8,100,1,687.375,14,2000.0,2935.4666666666667,74053.43333333333,0
2025-06-07 14:34:50,11.4,87.4,100,1,717.391,14,1520.0,2973.2,91181.0,0
2025-06-07 14:35:20,11.4,88.9,100,1,747.422,14,2000.0,2703.5,81899.66666666667,0
2025-06-07 14:35:50,12.4,89.5,100,1,777.438,14,2000.0,4964.833333333333,182844.66666666666,0
2025-06-07 14:36:20,18.0,84.8,100,1,807.469,14,2000.0,30253.133333333335,2505990.7,0
2025-06-07 14:36:50,11.7,85.1,100,1,837.5,14,2000.0,2922.3333333333335,104669.96666666666,0
2025-06-07 14:37:20,11.6,84.9,100,1,867.516,14,2000.0,2910.0333333333333,81050.4,0
2025-06-07 14:37:50,11.8,85.1,100,1,897.532,14,2000.0,2602.366666666667,55089.5,0
2025-06-07 14:38:20,11.3,86.4,100,1,927.563,14,2000.0,3133.5,73524.16666666667,0
2025-06-07 14:38:50,12.4,86.0,100,1,957.594,14,2000.0,2786.733333333333,62088.433333333334,0
2025-06-07 14:39:20,12.3,86.6,100,1,987.61,14,2000.0,2462.3333333333335,69247.63333333333,0
2025-06-07 14:39:50,12.2,84.3,100,1,1017.641,14,2000.0,2651.366666666667,72592.5,0
2025-06-07 14:40:20,12.5,85.0,100,1,1047.672,14,2000.0,2578.366666666667,53651.1,0
2025-06-07 14:40:50,12.0,85.4,100,1,1077.688,14,2000.0,3795.0333333333333,81080.6,0
2025-06-07 14:41:20,13.1,84.6,100,1,1107.719,14,2000.0,2868.4,95633.2,0
2025-06-07 14:41:50,12.3,86.7,100,1,1137.735,14,2000.0,2591.1666666666665,78718.7,0
2025-06-07 14:42:20,11.6,86.7,100,1,1167.766,14,2000.0,2927.866666666667,87842.63333333333,0
2025-06-07 14:42:50,11.8,86.5,100,1,1197.782,14,2000.0,2501.7,47374.96666666667,0
2025-06-07 14:43:20,10.9,87.5,100,1,1227.813,14,2000.0,2579.133333333333,77796.4,0
2025-06-07 14:43:50,12.7,89.7,100,1,0.094,14,2000.0,3478.366666666667,80768.06666666667,1
2025-06-07 14:44:20,15.2,90.9,100,1,25.109,14,2000.0,3960.866666666667,122653.6,1
2025-06-07 14:44:50,12.0,87.2,100,1,5.125,14,2000.0,3790.866666666667,84137.3,1
2025-06-07 14:45:20,12.4,86.7,100,1,0.125,14,2000.0,4045.3333333333335,106470.73333333334,1
2025-06-07 14:45:50,14.0,90.9,100,1,1.281,14,2000.0,5885.466666666666,115116.56666666667,1
2025-06-07 14:46:20,16.4,89.1,100,1,0.438,14,2000.0,4772.566666666667,107534.33333333333,1
2025-06-07 14:46:50,13.7,89.1,100,1,0.203,14,2000.0,4558.166666666667,113144.86666666667,1
2025-06-07 14:47:20,13.3,89.3,100,1,10.719,14,2000.0,6801.133333333333,117057.16666666667,1
2025-06-07 14:47:50,14.0,90.1,100,1,0.0,14,2000.0,3507.2,94698.23333333334,1
2025-06-07 14:48:20,14.0,90.5,100,1,0.047,14,2000.0,3338.633333333333,83134.0,1
2025-06-07 14:48:50,12.8,90.8,100,1,0.14,14,2000.0,3646.3,100352.26666666666,1
2025-06-07 14:49:20,16.7,92.0,100,1,0.063,14,2000.0,8432.266666666666,120791.63333333333,1
2025-06-07 14:49:50,18.7,92.6,100,1,0.0,14,2000.0,12285.7,120175.0,1
2025-06-07 14:50:20,16.9,90.7,100,1,2.062,14,2000.0,9316.4,194850.73333333334,1
2025-06-07 14:50:50,12.7,90.1,100,1,6.687,14,2000.0,4125.233333333334,101909.43333333333,1
2025-06-07 14:51:20,13.6,89.2,100,1,0.562,14,2000.0,3722.2,71462.66666666667,1
2025-06-07 14:51:51,18.3,92.9,100,1,0.375,14,2000.0,9349.0,69396.93333333333,1
2025-06-07 14:52:21,17.1,93.4,100,1,1.422,14,2000.0,5789.5,75644.93333333333,1
2025-06-07 14:52:51,14.2,92.8,100,1,0.265,14,2000.0,4590.1,83501.66666666667,1
2025-06-07 14:53:21,18.1,85.4,100,1,0.219,14,2000.0,4464.533333333334,83399.4,1
2025-06-07 14:53:51,14.1,84.9,100,1,0.016,14,2000.0,4722.9,121712.9,1
2025-06-07 14:54:21,13.8,85.7,100,1,0.141,14,2000.0,4197.566666666667,84598.86666666667,1
2025-06-07 14:54:51,18.1,86.0,100,1,0.0,14,2000.0,3019.0333333333333,118355.26666666666,1
2025-06-07 14:55:21,17.3,83.5,100,1,0.0,14,2000.0,4072.733333333333,95328.83333333333,1
2025-06-07 14:55:51,15.2,85.4,100,1,1.047,14,2000.0,4775.866666666667,64059.13333333333,1
2025-06-07 14:56:21,11.2,85.2,100,1,25.687,14,2000.0,1433.9666666666667,1506.3666666666666,1
2025-06-07 14:56:51,12.7,87.2,100,1,0.532,14,2000.0,2982.0333333333333,10953.433333333332,1
2025-06-07 14:57:21,8.1,82.8,100,1,18.281,14,2000.0,4445.266666666666,18633.1,1
2025-06-07 14:57:51,5.9,83.3,100,1,2.187,14,2000.0,807.8,1270.4333333333334,1
2025-06-07 14:58:21,10.8,83.4,100,1,0.0,14,2000.0,3874.133333333333,25843.266666666666,1
2025-06-07 14:58:51,12.4,83.8,100,1,0.313,14,2000.0,1747.4,2288.4,1
2025-06-07 14:59:21,10.1,86.6,100,1,13.531,14,2000.0,2504.133333333333,9951.533333333333,1
2025-06-07 14:59:51,7.7,85.9,100,1,0.062,14,2000.0,755.3333333333334,1505.9333333333334,1
2025-06-07 15:00:21,13.8,85.3,100,1,0.0,15,2000.0,1062.0,2608.633333333333,1
2025-06-07 15:00:51,10.6,86.0,100,1,0.0,15,1520.0,3388.766666666667,47319.333333333336,1
2025-06-07 15:01:21,13.2,83.5,100,1,0.235,15,2000.0,2158.1,38501.63333333333,1
2025-06-07 15:01:51,7.8,83.9,100,1,5.11,15,2000.0,4247.2,40422.0,1
2025-06-07 15:02:21,6.7,83.1,100,1,11.531,15,2000.0,1290.4,3903.4666666666667,1
2025-06-07 15:02:51,6.2,84.7,100,1,0.0,15,2000.0,1910.7333333333333,3961.5666666666666,1
2025-06-07 15:03:21,8.6,84.5,100,1,5.797,15,1520.0,2303.6666666666665,8406.466666666667,1
2025-06-07 15:03:51,7.8,80.9,100,1,3.063,15,2000.0,824.4,1090.3333333333333,1
2025-06-07 15:04:21,17.0,80.9,100,1,0.016,15,2000.0,760.2666666666667,17601.9,1
2025-06-07 15:04:51,8.7,81.1,100,1,2.359,15,1520.0,8066.833333333333,360319.06666666665,1
2025-06-07 15:05:21,11.1,81.9,100,1,0.187,15,2000.0,1379.3,20447.333333333332,1
2025-06-07 15:05:51,8.3,81.2,100,1,23.766,15,2000.0,332.26666666666665,2530.266666666667,1
2025-06-07 15:06:21,5.3,81.2,100,1,53.797,15,2000.0,331.4,481.1,1
2025-06-07 15:06:51,5.8,82.1,100,1,83.828,15,2000.0,525.0666666666667,714.4333333333333,1
2025-06-07 15:07:21,5.4,82.3,100,1,113.844,15,2000.0,340.9,2309.233333333333,1
2025-06-07 15:07:51,5.6,82.7,100,1,143.875,15,2000.0,559.3666666666667,1091.7666666666667,1
2025-06-07 15:08:21,5.5,83.2,100,1,173.906,15,2000.0,338.7,512.1666666666666,1
2025-06-07 15:08:51,6.7,83.9,100,1,12.125,15,2000.0,678.8333333333334,2215.0666666666666,1
2025-06-07 15:13:59,0.8,87.4,100,1,296.891,15,2000.0,257.06666666666666,581.3333333333334,1
2025-06-07 15:14:29,17.1,86.1,100,1,20.312,15,2000.0,5383.6,18422.133333333335,1
2025-06-07 15:14:59,17.8,89.6,100,1,0.0,15,2000.0,21817.8,418804.93333333335,1
2025-06-07 15:15:29,17.8,87.0,100,1,0.0,15,2000.0,13659.666666666666,383525.2,1
2025-06-07 15:15:59,14.3,87.0,100,1,0.0,15,2000.0,8301.0,302852.56666666665,1
